No errors
No warnings
512 ms
data source=metars
4668 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KMFE 280653Z AUTO 12004KT 8SM CLR 19/18 A3013 RMK AO2 SLP200 T01890183,KMFE,2018-10-28T06:53:00Z,26.18,-98.25,18.9,18.3,120,4,,8.0,30.129921,1020.0,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,38.0
KMDW 280653Z 18005KT 10SM FEW047 BKN200 07/04 A2984 RMK AO2 SLP107 T00670044,KMDW,2018-10-28T06:53:00Z,41.78,-87.75,6.7,4.4,180,5,,10.0,29.840551,1010.7,,,TRUE,,,,,,,FEW,4700,BKN,20000,,,,,VFR,,,,,,,,,,,,METAR,188.0
KIXD 280653Z AUTO 10SM CLR 12/08 A2990 RMK AO2 PRESRR SLP120 T01220083,KIXD,2018-10-28T06:53:00Z,38.82,-94.88,12.2,8.3,,,,10.0,29.899607,1012.0,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,342.0
KMKO 280653Z AUTO 18006KT 10SM CLR 13/11 A2998 RMK AO2 SLP149 T01330111 $,KMKO,2018-10-28T06:53:00Z,35.65,-95.37,13.3,11.1,180,6,,10.0,29.97933,1014.9,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,185.0
KMIE 280653Z AUTO 24004KT 10SM OVC048 08/04 A2990 RMK AO2 SLP123 T00780039,KMIE,2018-10-28T06:53:00Z,40.23,-85.4,7.8,3.9,240,4,,10.0,29.899607,1012.3,,TRUE,TRUE,,,,,,,OVC,4800,,,,,,,VFR,,,,,,,,,,,,METAR,285.0
KMHT 280653Z 02009KT 10SM OVC011 04/03 A2966 RMK AO2 RAE00 SLP061 P0000 T00440028,KMHT,2018-10-28T06:53:00Z,42.93,-71.43,4.4,2.8,20,9,,10.0,29.660433,1006.1,,,TRUE,,,,,,,OVC,1100,,,,,,,MVFR,,,,,,0.005,,,,,,METAR,81.0
KONT 280653Z 03003KT 10SM FEW250 19/11 A3002 RMK AO2 SLP149 T01890106,KONT,2018-10-28T06:53:00Z,34.05,-117.58,18.9,10.6,30,3,,10.0,30.02067,1014.9,,,TRUE,,,,,,,FEW,25000,,,,,,,VFR,,,,,,,,,,,,METAR,274.0
KOJC 280653Z AUTO 10SM CLR 14/08 A2984 RMK AO2 SLP100 T01390078,KOJC,2018-10-28T06:53:00Z,38.85,-94.73,13.9,7.8,,,,10.0,29.840551,1010.0,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,326.0
KODO 280653Z AUTO 20009KT 10SM CLR 17/13 A3013 RMK AO2 SLP165 T01670133 $,KODO,2018-10-28T06:53:00Z,31.92,-102.4,16.7,13.3,200,9,,10.0,30.129921,1016.5,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,902.0
KNEW 280653Z 23006KT 10SM CLR 18/15 A3012 RMK AO2 SLP193 T01830150,KNEW,2018-10-28T06:53:00Z,30.05,-90.03,18.3,15.0,230,6,,10.0,30.121063,1019.3,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
KMYF 280653Z AUTO 36003KT 9SM CLR 17/14 A3000 RMK AO2 SLP155 T01670139,KMYF,2018-10-28T06:53:00Z,32.82,-117.13,16.7,13.9,360,3,,9.0,30.0,1015.5,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,136.0
KMWL 280653Z AUTO 00000KT 10SM CLR 13/12 A3002 RMK AO2 SLP156 T01330122,KMWL,2018-10-28T06:53:00Z,32.78,-98.07,13.3,12.2,0,0,,10.0,30.02067,1015.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,284.0
KMVY 280653Z AUTO 21017G25KT 10SM FEW008 OVC014 13/13 A2964 RMK AO2 RAB22E36 SLP035 P0000 T01330128 $,KMVY,2018-10-28T06:53:00Z,41.4,-70.62,13.3,12.8,210,17,25,10.0,29.639763,1003.5,,TRUE,TRUE,TRUE,,,,,,FEW,800,OVC,1400,,,,,MVFR,,,,,,0.005,,,,,,METAR,16.0
KMTJ 280653Z AUTO 14003KT 10SM CLR 06/01 A3031 RMK AO2 SLP226 T00560006 401890006,KMTJ,2018-10-28T06:53:00Z,38.5,-107.9,5.6,0.6,140,3,,10.0,30.31004,1022.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,18.9,0.6,,,,,,,METAR,1750.0
KMSY 280653Z 00000KT 10SM CLR 16/15 A3012 RMK AO2 SLP201 T01610150,KMSY,2018-10-28T06:53:00Z,30.0,-90.25,16.1,15.0,0,0,,10.0,30.121063,1020.1,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
KMSN 280653Z AUTO 18010KT 7SM -RA FEW055 SCT070 OVC090 07/04 A2976 RMK AO2 RAB49 SLP082 P0000 T00670044,KMSN,2018-10-28T06:53:00Z,43.13,-89.35,6.7,4.4,180,10,,7.0,29.760826,1008.2,,TRUE,TRUE,,,,,,-RA,FEW,5500,SCT,7000,OVC,9000,,,VFR,,,,,,0.005,,,,,,METAR,261.0
KMRB 280653Z AUTO 25010KT 10SM OVC090 10/06 A2972 RMK AO2 SLP065 T01000061,KMRB,2018-10-28T06:53:00Z,39.4,-77.98,10.0,6.1,250,10,,10.0,29.719488,1006.5,,TRUE,TRUE,,,,,,,OVC,9000,,,,,,,VFR,,,,,,,,,,,,METAR,164.0
KMNN 280653Z AUTO 8SM OVC022 06/04 A2986 RMK AO2 SLP117 T00560044 $,KMNN,2018-10-28T06:53:00Z,40.62,-83.07,5.6,4.4,,,,8.0,29.861221,1011.7,,TRUE,TRUE,TRUE,,,,,,OVC,2200,,,,,,,MVFR,,,,,,,,,,,,METAR,301.0
KMLU 280653Z AUTO 19004KT 10SM CLR 15/14 A3007 RMK AO2 SLP182 T01500139,KMLU,2018-10-28T06:53:00Z,32.52,-92.03,15.0,13.9,190,4,,10.0,30.070866,1018.2,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,29.0
KMLC 280653Z AUTO 00000KT 10SM FEW110 10/09 A3001 RMK AO2 SLP157 T01000089,KMLC,2018-10-28T06:53:00Z,34.88,-95.78,10.0,8.9,0,0,,10.0,30.008858,1015.7,,TRUE,TRUE,,,,,,,FEW,11000,,,,,,,VFR,,,,,,,,,,,,METAR,232.0
KOSH 280653Z AUTO 15009KT 6SM HZ OVC042 07/04 A2976 RMK AO2 SLP082 T00720044,KOSH,2018-10-28T06:53:00Z,43.97,-88.55,7.2,4.4,150,9,,6.0,29.760826,1008.2,,TRUE,TRUE,,,,,,HZ,OVC,4200,,,,,,,VFR,,,,,,,,,,,,METAR,248.0
KOTM 280653Z AUTO 20007KT 10SM OVC080 13/07 A2976 RMK AO2 SLP075 T01330067,KOTM,2018-10-28T06:53:00Z,41.1,-92.45,13.3,6.7,200,7,,10.0,29.760826,1007.5,,TRUE,TRUE,,,,,,,OVC,8000,,,,,,,VFR,,,,,,,,,,,,METAR,256.0
KOSU 280653Z AUTO 26004KT 8SM OVC039 06/05 A2987 RMK AO2 SLP119 T00610050,KOSU,2018-10-28T06:53:00Z,40.08,-83.08,6.1,5.0,260,4,,8.0,29.870079,1011.9,,TRUE,TRUE,,,,,,,OVC,3900,,,,,,,VFR,,,,,,,,,,,,METAR,280.0
KSNA 280653Z AUTO 15003KT 4SM BR OVC005 18/16 A3001 RMK AO2 SLP159 T01780161 $,KSNA,2018-10-28T06:53:00Z,33.67,-117.87,17.8,16.1,150,3,,4.0,30.008858,1015.9,,TRUE,TRUE,TRUE,,,,,BR,OVC,500,,,,,,,IFR,,,,,,,,,,,,METAR,16.0
KOVS 280653Z AUTO VRB03KT 6SM BR FEW042 OVC065 08/06 A2972 RMK AO2 RAE34 SLP067 P0005 T00780061,KOVS,2018-10-28T06:53:00Z,43.15,-90.68,7.8,6.1,0,3,,6.0,29.719488,1006.7,,TRUE,TRUE,,,,,,BR,FEW,4200,OVC,6500,,,,,VFR,,,,,,0.05,,,,,,METAR,202.0
KSNY 280653Z AUTO 31013KT 10SM CLR 05/01 A3017 RMK AO2 SLP186 T00500006 402560000,KSNY,2018-10-28T06:53:00Z,41.1,-102.98,5.0,0.6,310,13,,10.0,30.171259,1018.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,25.6,,,,,,,,METAR,1307.0
KLAW 280653Z AUTO 00000KT 9SM CLR 11/11 A3001 RMK AO2 SLP155 T01110111 $,KLAW,2018-10-28T06:53:00Z,34.55,-98.42,11.1,11.1,0,0,,9.0,30.008858,1015.5,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,337.0
KUNO 280653Z AUTO 22006KT 10SM CLR 13/06 A2997 RMK AO2 SLP141 T01330061,KUNO,2018-10-28T06:53:00Z,36.88,-91.9,13.3,6.1,220,6,,10.0,29.970472,1014.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,372.0
KTYR 280653Z AUTO 20006KT 10SM CLR 17/15 A3004 RMK AO2 SLP165 T01720150,KTYR,2018-10-28T06:53:00Z,32.37,-95.4,17.2,15.0,200,6,,10.0,30.041338,1016.5,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,165.0
KTXK 280653Z AUTO 20004KT 10SM CLR 14/13 A3003 RMK AO2 SLP165 T01440133,KTXK,2018-10-28T06:53:00Z,33.45,-93.98,14.4,13.3,200,4,,10.0,30.029528,1016.5,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,111.0
KTUS 280653Z 14004KT 10SM CLR 17/10 A3011 RMK AO2 SLP159 T01670100 403110133,KTUS,2018-10-28T06:53:00Z,32.13,-110.95,16.7,10.0,140,4,,10.0,30.109253,1015.9,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,31.1,13.3,,,,,,,METAR,776.0
KTUL 280653Z 18007KT 10SM CLR 16/09 A2994 RMK AO2 SLP133 T01610089,KTUL,2018-10-28T06:53:00Z,36.2,-95.88,16.1,8.9,180,7,,10.0,29.940945,1013.3,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,207.0
KTRL 280653Z AUTO 21003KT 10SM CLR 16/14 A3003 RMK AO2 SLP163 T01560139,KTRL,2018-10-28T06:53:00Z,32.72,-96.27,15.6,13.9,210,3,,10.0,30.029528,1016.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,145.0
KTOR 280653Z AUTO 16004KT 10SM CLR 02/00 A3016 RMK AO2 SLP194 T00220000 402500000,KTOR,2018-10-28T06:53:00Z,42.07,-104.15,2.2,0.0,160,4,,10.0,30.159449,1019.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,25.0,,,,,,,,METAR,1277.0
KTOP 280653Z AUTO 29007KT 10SM CLR 16/08 A2990 RMK AO2 SLP119 T01610083,KTOP,2018-10-28T06:53:00Z,39.07,-95.63,16.1,8.3,290,7,,10.0,29.899607,1011.9,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,268.0
KTKI 280653Z AUTO 00000KT 10SM CLR 14/14 A3002 RMK AO2 SLP166 T01440139,KTKI,2018-10-28T06:53:00Z,33.18,-96.58,14.4,13.9,0,0,,10.0,30.02067,1016.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,179.0
KSTJ 280653Z AUTO 32020G28KT 10SM FEW110 16/08 A2986 RMK AO2 PK WND 31028/0648 SLP107 T01610083,KSTJ,2018-10-28T06:53:00Z,39.77,-94.92,16.1,8.3,320,20,28,10.0,29.861221,1010.7,,TRUE,TRUE,,,,,,,FEW,11000,,,,,,,VFR,,,,,,,,,,,,METAR,247.0
KVIH 280653Z AUTO 20010KT 10SM CLR 11/05 A2990 RMK AO2 SLP122 T01110050,KVIH,2018-10-28T06:53:00Z,38.13,-91.77,11.1,5.0,200,10,,10.0,29.899607,1012.2,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,333.0
KVGT 280653Z AUTO 33005KT 10SM CLR 17/03 A3007 RMK AO2 SLP185 T01670028,KVGT,2018-10-28T06:53:00Z,36.22,-115.2,16.7,2.8,330,5,,10.0,30.070866,1018.5,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,671.0
KUTS 280653Z AUTO 21003KT 10SM CLR 17/14 A3009 RMK AO2 SLP183 T01720144,KUTS,2018-10-28T06:53:00Z,30.75,-95.58,17.2,14.4,210,3,,10.0,30.088583,1018.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,104.0
KNIP 280653Z 28006KT 10SM CLR 14/10 A3009 RMK AO2 SLP185 T01390100,KNIP,2018-10-28T06:53:00Z,30.22,-81.67,13.9,10.0,280,6,,10.0,30.088583,1018.5,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,7.0
KP92 280653Z AUTO 00000KT A3011 RMK AO1 SLP197 $,KP92,2018-10-28T06:53:00Z,29.57,-91.53,,,0,0,,,30.109253,1019.7,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1.0
KOQT 280653Z AUTO 00000KT 10SM CLR 08/07 A3004 RMK AO2 SLP177 T00830072,KOQT,2018-10-28T06:53:00Z,36.02,-84.23,8.3,7.2,0,0,,10.0,30.041338,1017.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,277.0
PHNL 280653Z 04011KT 10SM FEW026 26/22 A2999 RMK AO2 SLP153 T02610217,PHNL,2018-10-28T06:53:00Z,21.33,-157.92,26.1,21.7,40,11,,10.0,29.991142,1015.3,,,TRUE,,,,,,,FEW,2600,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
PAPB 280653Z AUTO 01007KT 10SM BKN036 OVC047 03/M03 A3013 RMK AO2 SLP191 T00331028 TSNO,PAPB,2018-10-28T06:53:00Z,56.58,-169.67,3.3,-2.8,10,7,,10.0,30.129921,1019.1,,TRUE,TRUE,,,TRUE,,,,BKN,3600,OVC,4700,,,,,VFR,,,,,,,,,,,,METAR,35.0
PAKW 280653Z AUTO 00000KT 10SM CLR 09/01 A2931 RMK AO2 RAE43 SLP927 P0000 T00940006 TSNO,PAKW,2018-10-28T06:53:00Z,55.58,-133.07,9.4,0.6,0,0,,10.0,29.309055,992.7,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,0.005,,,,,,METAR,15.0
PADQ 280653Z AUTO 35009KT 5SM -RA BR BKN024 BKN030 OVC034 07/06 A2945 RMK AO2 RAB28 SLP974 P0000 T00720056 TSNO $,PADQ,2018-10-28T06:53:00Z,57.75,-152.5,7.2,5.6,350,9,,5.0,29.450787,997.4,,TRUE,TRUE,TRUE,,TRUE,,,-RA BR,BKN,2400,BKN,3000,OVC,3400,,,MVFR,,,,,,0.005,,,,,,METAR,34.0
PABI 280653Z AUTO 33004KT 10SM CLR M04/M04 A2962 RMK AO2 SLP055 T10391044 TSNO,PABI,2018-10-28T06:53:00Z,64.0,-145.72,-3.9,-4.4,330,4,,10.0,29.619095,1005.5,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,386.0
PABE 280653Z 33009KT 10SM CLR M04/M06 A2997 RMK AO2 SLP152 T10391061 $,PABE,2018-10-28T06:53:00Z,60.78,-161.83,-3.9,-6.1,330,9,,10.0,29.970472,1015.2,,,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,41.0
PAAQ 280653Z AUTO 35008KT 10SM CLR 02/M03 A2956 RMK AO2 SLP015 T00171028 TSNO,PAAQ,2018-10-28T06:53:00Z,61.6,-149.08,1.7,-2.8,350,8,,10.0,29.56004,1001.5,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,73.0
KBPI 280653Z AUTO 07004KT 10SM CLR 00/M04 A3025 RMK AO2 SLP201 T00001044 401611022,KBPI,2018-10-28T06:53:00Z,42.58,-110.1,0.0,-4.4,70,4,,10.0,30.250984,1020.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,16.1,-2.2,,,,,,,METAR,2117.0
KBOI 280653Z 15010KT 10SM CLR 14/07 A2999 RMK AO2 SLP141 T01390072 401940067 $,KBOI,2018-10-28T06:53:00Z,43.57,-116.23,13.9,7.2,150,10,,10.0,29.991142,1014.1,,,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,19.4,6.7,,,,,,,METAR,875.0
KBNO 280653Z AUTO 26004KT 10SM CLR 02/00 A3001 RMK AO2 SLP164 T00220000,KBNO,2018-10-28T06:53:00Z,43.6,-118.95,2.2,0.0,260,4,,10.0,30.008858,1016.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1264.0
KBNA 280653Z 18003KT 8SM CLR 07/06 A3003 RMK AO2 SLP169 T00670056,KBNA,2018-10-28T06:53:00Z,36.12,-86.68,6.7,5.6,180,3,,8.0,30.029528,1016.9,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,210.0
KBLI 280653Z AUTO VRB04KT 10SM OVC029 11/08 A2970 RMK AO2 SLP063 T01060083,KBLI,2018-10-28T06:53:00Z,48.8,-122.53,10.6,8.3,0,4,,10.0,29.698818,1006.3,,TRUE,TRUE,,,,,,,OVC,2900,,,,,,,MVFR,,,,,,,,,,,,METAR,50.0
KBKV 280653Z AUTO 35005KT 10SM CLR 14/11 A3010 RMK AO2 SLP192 T01390111,KBKV,2018-10-28T06:53:00Z,28.47,-82.45,13.9,11.1,350,5,,10.0,30.100393,1019.2,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,20.0
KBKE 280653Z AUTO 08006KT 10SM CLR 11/07 A2999 RMK AO2 SLP151 T01060067 PNO $,KBKE,2018-10-28T06:53:00Z,44.85,-117.82,10.6,6.7,80,6,,10.0,29.991142,1015.1,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1024.0
KBIL 280653Z 22009KT 10SM CLR 06/02 A3010 RMK AO2 SLP197 T00560022 401560056,KBIL,2018-10-28T06:53:00Z,45.8,-108.55,5.6,2.2,220,9,,10.0,30.100393,1019.7,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,15.6,5.6,,,,,,,METAR,1091.0
KBHM 280653Z 00000KT 9SM FEW048 08/08 A3010 RMK AO2 SLP192 T00830078,KBHM,2018-10-28T06:53:00Z,33.57,-86.75,8.3,7.8,0,0,,9.0,30.100393,1019.2,,,TRUE,,,,,,,FEW,4800,,,,,,,VFR,,,,,,,,,,,,METAR,197.0
KBFI 280653Z 16007KT 7SM -RA SCT016 BKN036 OVC045 13/12 A2977 RMK AO2 RAE24B45 SLP079 P0003 T01280117,KBFI,2018-10-28T06:53:00Z,47.55,-122.32,12.8,11.7,160,7,,7.0,29.769686,1007.9,,,TRUE,,,,,,-RA,SCT,1600,BKN,3600,OVC,4500,,,VFR,,,,,,0.03,,,,,,METAR,4.0
KBCE 280653Z AUTO 29006KT 10SM CLR 00/M02 A3036 RMK AO2 SLP209 T00001017 401721017,KBCE,2018-10-28T06:53:00Z,37.7,-112.15,0.0,-1.7,290,6,,10.0,30.360237,1020.9,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,17.2,-1.7,,,,,,,METAR,2312.0
KAXN 280653Z AUTO 31021G33KT 10SM BKN016 OVC021 07/03 A2972 RMK AO2 PK WND 31035/0631 SLP070 T00720033,KAXN,2018-10-28T06:53:00Z,45.87,-95.4,7.2,3.3,310,21,33,10.0,29.719488,1007.0,,TRUE,TRUE,,,,,,,BKN,1600,OVC,2100,,,,,MVFR,,,,,,,,,,,,METAR,433.0
KAWM 280653Z AUTO 18005KT 8SM CLR 11/11 A3001 RMK AO2 SLP159 T01110111 $,KAWM,2018-10-28T06:53:00Z,35.13,-90.23,11.1,11.1,180,5,,8.0,30.008858,1015.9,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,65.0
KATY 280653Z AUTO 28014G21KT 10SM CLR 05/03 A2986 RMK AO2 SLP116 T00500033,KATY,2018-10-28T06:53:00Z,44.9,-97.15,5.0,3.3,280,14,21,10.0,29.861221,1011.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,532.0
KASX 280653Z AUTO 11004KT 5SM -RA BR OVC018 07/04 A2968 RMK AO2 RAB49 SLP056 P0000 T00670044,KASX,2018-10-28T06:53:00Z,46.55,-90.92,6.7,4.4,110,4,,5.0,29.681103,1005.6,,TRUE,TRUE,,,,,,-RA BR,OVC,1800,,,,,,,MVFR,,,,,,0.005,,,,,,METAR,251.0
KARB 280653Z AUTO 28004KT 10SM OVC017 04/03 A2983 RMK AO2 SLP107 T00390033,KARB,2018-10-28T06:53:00Z,42.22,-83.73,3.9,3.3,280,4,,10.0,29.828741,1010.7,,TRUE,TRUE,,,,,,,OVC,1700,,,,,,,MVFR,,,,,,,,,,,,METAR,251.0
KAPF 280653Z AUTO 02003KT 10SM CLR 20/17 A3006 RMK AO2 SLP176 T02000167,KAPF,2018-10-28T06:53:00Z,26.15,-81.77,20.0,16.7,20,3,,10.0,30.059055,1017.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
KANB 280653Z AUTO 24003KT 10SM CLR 08/07 A3008 RMK AO2 SLP190 T00780072,KANB,2018-10-28T06:53:00Z,33.58,-85.85,7.8,7.2,240,3,,10.0,30.079725,1019.0,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,183.0
KAMW 280653Z AUTO 30016G22KT 10SM BKN110 12/09 A2981 RMK AO2 SLP091 T01220089,KAMW,2018-10-28T06:53:00Z,41.98,-93.62,12.2,8.9,300,16,22,10.0,29.811024,1009.1,,TRUE,TRUE,,,,,,,BKN,11000,,,,,,,VFR,,,,,,,,,,,,METAR,279.0
KAMG 280653Z AUTO 00000KT 9SM CLR 08/07 A3008 RMK AO2 SLP184 T00830067,KAMG,2018-10-28T06:53:00Z,31.53,-82.5,8.3,6.7,0,0,,9.0,30.079725,1018.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,59.0
KALW 280653Z AUTO 19008KT 10SM R20/5500VP6000FT CLR 12/08 A2983 RMK AO2 SLP101 T01220083,KALW,2018-10-28T06:53:00Z,46.1,-118.28,12.2,8.3,190,8,,10.0,29.828741,1010.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,363.0
KAGS 280653Z 26006KT 10SM CLR 11/09 A3000 RMK AO2 SLP159 T01110089,KAGS,2018-10-28T06:53:00Z,33.37,-81.97,11.1,8.9,260,6,,10.0,30.0,1015.9,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,44.0
KAGC 280653Z 28007KT 5SM -RA BR OVC006 07/07 A2973 RMK AO2 CIG 004V009 SLP076 P0002 T00720067,KAGC,2018-10-28T06:53:00Z,40.35,-79.92,7.2,6.7,280,7,,5.0,29.731298,1007.6,,,TRUE,,,,,,-RA BR,OVC,600,,,,,,,IFR,,,,,,0.02,,,,,,METAR,389.0
KADG 280653Z AUTO 33005KT 10SM OVC015 05/03 A2987 RMK AO2 SLP120 T00500028 TSNO,KADG,2018-10-28T06:53:00Z,41.87,-84.08,5.0,2.8,330,5,,10.0,29.870079,1012.0,,TRUE,TRUE,,,TRUE,,,,OVC,1500,,,,,,,MVFR,,,,,,,,,,,,METAR,241.0
KACV 280653Z AUTO 14004KT 10SM FEW060 SCT100 BKN120 17/13 A3003 RMK AO2 SLP171 T01720133,KACV,2018-10-28T06:53:00Z,40.98,-124.1,17.2,13.3,140,4,,10.0,30.029528,1017.1,,TRUE,TRUE,,,,,,,FEW,6000,SCT,10000,BKN,12000,,,VFR,,,,,,,,,,,,METAR,67.0
KABY 280653Z AUTO 00000KT 10SM CLR 08/07 A3013 RMK AO2 SLP201 T00780067,KABY,2018-10-28T06:53:00Z,31.53,-84.2,7.8,6.7,0,0,,10.0,30.129921,1020.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,58.0
KABR 280653Z AUTO 30016G23KT 10SM CLR 06/01 A2992 RMK AO2 SLP136 T00610006,KABR,2018-10-28T06:53:00Z,45.45,-98.42,6.1,0.6,300,16,23,10.0,29.920275,1013.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,397.0
KEET 280653Z AUTO 00000KT 7SM CLR 09/08 A3009 RMK AO2 SLP187 T00890083,KEET,2018-10-28T06:53:00Z,33.18,-86.78,8.9,8.3,0,0,,7.0,30.088583,1018.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,173.0
KECP 280653Z AUTO 00000KT 10SM CLR 09/08 A3012 RMK AO2 SLP210 T00890078,KECP,2018-10-28T06:53:00Z,30.35,-85.8,8.9,7.8,0,0,,10.0,30.121063,1021.0,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,21.0
KDTW 280653Z 30005KT 10SM FEW008 OVC015 06/03 A2983 RMK AO2 SLP105 T00560028,KDTW,2018-10-28T06:53:00Z,42.23,-83.33,5.6,2.8,300,5,,10.0,29.828741,1010.5,,,TRUE,,,,,,,FEW,800,OVC,1500,,,,,MVFR,,,,,,,,,,,,METAR,195.0
KDTS 280653Z AUTO 00000KT 10SM CLR 13/11 A3012 RMK AO2 SLP199 T01280106,KDTS,2018-10-28T06:53:00Z,30.4,-86.47,12.8,10.6,0,0,,10.0,30.121063,1019.9,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,5.0
KDNL 280653Z AUTO 28004KT 10SM CLR 11/08 A3001 RMK AO2 SLP159 T01110078,KDNL,2018-10-28T06:53:00Z,33.47,-82.03,11.1,7.8,280,4,,10.0,30.008858,1015.9,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,130.0
KDLS 280653Z AUTO 33008KT 10SM -RA OVC090 13/12 A2983 RMK AO2 RAB26 SLP103 P0002 T01280117,KDLS,2018-10-28T06:53:00Z,45.62,-121.17,12.8,11.7,330,8,,10.0,29.828741,1010.3,,TRUE,TRUE,,,,,,-RA,OVC,9000,,,,,,,VFR,,,,,,0.02,,,,,,METAR,71.0
